transaction_id,date,product,region,quantity,unit_price
2a2d06ae-ff04-4cd2-88cb-ea0205f8ce7c,2024-05-15,Monitor,North,2,349.99
d88dff6a-bd43-46a5-898d-fa4bc73ae3e1,2024-05-09,Monitor,East,1,349.99
39c66aab-c75f-4590-af21-0ada8b93b90d,2024-01-03,Mouse,West,4,29.99
c60f8efa-33a0-4384-9a85-f75a168d002b,2024-04-20,Headset,North,1,89.99
5df99030-bb99-4413-a993-82d0522d34e6,2024-02-01,Mouse,East,2,29.99
89085759-01ef-4549-8fca-f490e6426651,2024-02-04,Keyboard,East,5,79.99
c42a682b-1cd2-4be8-b06b-57255419e8e4,2024-04-11,Keyboard,East,4,79.99
528cdc33-d798-49d1-9926-6bd33765311c,2024-12-04,Headset,North,4,89.99
df5689ec-cdd1-423f-84f1-1fff3213f3ea,2024-01-30,Laptop,West,2,999.99
67692093-3cbf-47ff-9eb0-badf036dc858,2024-08-17,Keyboard,South,5,79.99
d0056b7a-8fa7-403b-87ef-7b1971eb2c7b,2024-06-28,Mouse,West,5,29.99
0f8747e6-99a8-4aef-8c2e-605c27976bb5,2024-05-03,Keyboard,South,5,79.99
90c6d8d6-07aa-496b-a393-bcd296209689,2024-05-14,Mouse,North,2,29.99
8ee72db4-06c1-4548-8ff5-ac0dbaf25bb3,2024-09-14,Headset,East,1,89.99
7470f0fc-dccd-416e-a041-729831debd1b,2024-06-11,Mouse,South,2,29.99
40273478-07fa-4fbc-b658-4c708f25f812,2024-12-11,Mouse,North,3,29.99
681bed25-366d-4b13-accf-441ed39c0d90,2024-04-11,Headset,West,2,89.99
c4379758-4157-4e64-9140-7b153da88f36,2024-05-13,Keyboard,West,3,79.99
36632dbd-6a66-4b88-9fee-9d10d7eb40a2,2024-03-02,Keyboard,North,4,79.99
95e69cbd-4ad3-410e-acae-e67206bfd7f0,2024-08-18,Headset,West,2,89.99
07957d07-1959-43af-95d5-62ba30c947ce,2024-07-12,Mouse,West,4,29.99
f02dc864-f040-486e-8731-f5cc14291034,2024-03-24,Keyboard,East,4,79.99
99e915ae-9f3c-4ac9-97b5-7c6258efa54c,2024-12-01,Laptop,North,4,999.99
02f7c665-2c8b-49b2-a0ab-7cf9a37798c9,2024-05-01,Laptop,West,4,999.99
d23f6b05-0595-441e-921e-af09204cba7e,2024-04-02,Mouse,North,5,29.99
4504f0ac-c4d6-4db5-86fe-e69ed6e5f7b9,2024-11-21,Headset,North,3,89.99
08fadb6b-3817-4518-a3c6-3cc3766bae77,2024-03-22,Headset,South,3,89.99
903e5b56-744b-4b04-ad38-4821167ddac4,2024-10-22,Laptop,South,4,999.99
8418c15b-f861-49f1-acc9-00d2a9d24198,2024-06-22,Mouse,North,1,29.99
f2b4c7cf-d1ad-43bc-bea0-d0f47282108e,2024-12-05,Mouse,South,4,29.99
7dec72b0-290c-4b83-895d-8ce0210d2b7c,2024-07-13,Monitor,West,3,349.99
162955a4-3433-4439-ab16-f6f75d481c43,2024-11-25,Monitor,North,5,349.99
459aa667-919c-401d-b215-cde7e07f5f62,2024-12-23,Laptop,South,4,999.99
ee328ad3-a071-4395-851f-ab76437ad7c1,2024-10-26,Mouse,South,5,29.99
693502a5-a19b-4ac8-beaa-2de8145abdbc,2024-02-14,Keyboard,West,3,79.99
6afc0dc4-b42a-4bc9-9651-a469ad1b056a,2024-09-25,Keyboard,West,3,79.99
2016a63f-196c-40e6-824a-3e056bf2c71e,2024-03-04,Headset,South,1,89.99
3d57e665-6bf1-4bf2-9866-0d7b7d0c1536,2024-04-20,Keyboard,East,2,79.99
d3bc5df6-1183-4112-8cae-518d7e622af7,2024-06-24,Laptop,East,3,999.99
257e5861-841b-4684-9059-4d4b4c0bc521,2024-02-25,Headset,South,2,89.99
4a3bb277-14e7-46e2-9f75-09a673597b0c,2024-05-21,Keyboard,East,1,79.99
3e1cd33d-2800-4f4c-b52a-cf7d59926caf,2024-12-21,Headset,East,2,89.99
a991cb8f-269a-4f1a-8e62-94cdc5d6e452,2024-10-20,Headset,South,1,89.99
e3b3082f-f20e-4124-a4cc-aff3cea2ceed,2024-09-05,Laptop,East,1,999.99
b29c6105-0958-45d3-9d64-8912f634a27b,2024-10-30,Laptop,North,4,999.99
c110ec39-0339-49de-9fd2-2405f0f1082e,2024-06-30,Mouse,South,4,29.99
e7bc2e65-fb4e-41f2-8abb-788296f96424,2024-04-29,Monitor,North,5,349.99
114bed61-0a50-40a0-a7c1-83f415369603,2024-11-11,Mouse,North,1,29.99
a3a04c9b-4e8f-4124-a82a-961425cb9ead,2024-09-30,Monitor,East,5,349.99
9b8b5afe-4900-493f-b13e-cba7c6ca5de5,2024-06-22,Mouse,West,1,29.99
1c072849-53e5-494b-a79e-8506df104cfb,2024-06-15,Laptop,South,4,999.99
84868c91-fd97-44bd-a605-351b74c9f12b,2024-05-29,Mouse,East,1,29.99
99dc341c-6e8c-4f61-8a4a-c8e84a239b54,2024-08-11,Monitor,North,3,349.99
8f1ec6b0-d55e-417d-8558-70358e471f30,2024-04-22,Monitor,North,2,349.99
0fd9c5d3-1442-4202-af4a-a4f4553a0888,2024-01-10,Laptop,North,1,999.99
60a1ce60-8279-4c56-8117-f0dd81983c98,2024-04-26,Laptop,East,1,999.99
2b5feebf-bd66-4244-ae2e-bb5812200fab,2024-02-26,Headset,North,5,89.99
8208967b-f27b-4021-880b-f12d631b4550,2024-02-06,Monitor,West,3,349.99
85994d47-0bce-4288-93b0-2be55c5f593d,2024-09-07,Keyboard,South,2,79.99
a9b640b8-4f81-4e58-a827-09dd46aa6e17,2024-08-23,Keyboard,West,2,79.99
7379b7fb-c8f6-4de1-a1e5-9e114535b7a8,2024-05-10,Monitor,South,2,349.99
1cf8566c-c616-42da-b0bb-d5035464cbc6,2024-08-25,Mouse,North,3,29.99
eac79639-1a72-4946-adfc-02e4f22f5c0f,2024-09-18,Mouse,East,3,29.99
708de4b3-5922-404b-90fe-9acde6c4e234,2024-04-17,Headset,South,4,89.99
87c69cd8-af7f-47d3-b9e3-ebfcc1d68e18,2024-10-16,Laptop,North,2,999.99
0cca1bb8-975b-4a8c-ad1a-1c663489ac48,2024-05-27,Mouse,South,1,29.99
714c8ddd-e5f2-4830-9ef2-29e494bbb04c,2024-11-18,Mouse,East,3,29.99
3a26735f-231e-448e-911a-05548f841a69,2024-07-07,Laptop,North,1,999.99
8bcde5c6-1f90-462d-a246-b12eee8670ac,2024-12-29,Monitor,South,4,349.99
fe40f410-5828-473b-ad2e-70a0382a9d80,2024-07-04,Laptop,South,2,999.99
2364a4fa-66cc-4d76-bae2-c7a098e83e0e,2024-07-20,Keyboard,South,2,79.99
6e0cb2f5-8761-4670-8f47-f25b636961d9,2024-03-01,Keyboard,East,5,79.99
630357cf-e637-4ff2-b329-53c3382a27e5,2024-12-23,Monitor,North,5,349.99
88b4f4e7-d9b1-499e-84c4-6b4d0e1bfade,2024-07-08,Mouse,West,3,29.99
a61ab2fd-1048-4cd1-a77a-04aca6b35ad0,2024-10-09,Monitor,South,2,349.99
945cea9b-7ba2-493f-944c-f33e73a7356d,2024-02-23,Keyboard,West,2,79.99
44bb619c-261b-4efa-9c37-fa89cda9f78a,2024-09-20,Monitor,South,5,349.99
83ef1f3e-9c49-4385-9da0-29e522920489,2024-08-30,Laptop,South,3,999.99
7d927e2a-6186-4d73-8404-690ec14564e3,2024-04-19,Keyboard,East,3,79.99
6aadaa50-dcde-4d4d-bee3-0016bda207e8,2024-05-02,Keyboard,West,2,79.99
fe3fef75-733d-490a-ba53-87c4b239d906,2024-11-28,Monitor,North,5,349.99
1ff84de7-bc62-4e47-af72-c0fada15cf26,2024-01-26,Keyboard,West,2,79.99
ab156f6a-58c8-4586-bd27-dcc5bca1c35c,2024-10-28,Laptop,South,2,999.99
40f7be61-c83e-4854-b279-04e0b0d00c09,2024-04-29,Mouse,North,4,29.99
095a9530-cf26-47e2-80f4-b72981b4239f,2024-01-01,Headset,West,1,89.99
55744991-7b11-435c-a8d3-801f1b6dbb3e,2024-07-07,Headset,North,5,89.99
70141bae-e74f-4933-8044-82c3099b6a68,2024-06-08,Laptop,South,1,999.99
c7495d1b-71c7-4df5-87fa-fef3d9d01533,2024-10-06,Headset,North,4,89.99
aa11f4ed-d271-4689-8dd5-caa8bcf19d48,2024-05-05,Monitor,West,3,349.99
02145e23-3175-492c-9f34-20d5662950d5,2024-09-03,Headset,East,1,89.99
e1ab6fa8-515e-487f-9dcc-3eb0a246336f,2024-08-21,Mouse,North,1,29.99
ab6798bc-6f49-4b7b-b576-fa598c686380,2024-05-23,Laptop,East,4,999.99
da1d2f9c-37e3-4d46-a52a-ea09187f163f,2024-12-03,Keyboard,South,4,79.99
29d6d7b5-fec0-44cc-a68a-90b269b9e4e4,2024-08-08,Keyboard,East,5,79.99
5a89d762-ee62-4388-a77d-35161eec04e9,2024-02-18,Laptop,West,2,999.99
10460331-f27b-4143-b64d-9c1c64b17f82,2024-06-03,Mouse,North,3,29.99
ada17f8b-248e-4f50-a4e8-4debdb1d3204,2024-04-12,Laptop,South,4,999.99
ac4d3bc7-8152-438e-a2e9-ee13afdbbd8e,2024-11-23,Keyboard,East,2,79.99
eb3ad852-c12c-4df3-8d91-b1afdd61c6b8,2024-05-02,Mouse,North,2,29.99
94ff0f62-f6e9-4144-bc03-9726af24dbd8,2024-04-10,Mouse,West,3,29.99
bf1500c2-7ee4-4906-a1e2-537563f02094,2024-03-02,Laptop,North,3,999.99
abba47c5-d10c-432b-9cc9-63ea53296ad1,2024-03-28,Laptop,South,5,999.99
ba59e35a-5c22-42e5-ad2b-ff921c9bc3f8,2024-10-16,Laptop,East,5,999.99
0ba3200b-f05a-4f3a-a554-08f503b192b4,2024-03-22,Monitor,South,3,349.99
3c5df105-d8ed-41d5-9d20-71d14209baf6,2024-07-21,Laptop,East,5,999.99
bb46adcc-12d7-459f-bf68-f530eec966dc,2024-07-27,Keyboard,South,4,79.99
d70aa1a4-31d0-4b46-9eca-9647632e42e7,2024-01-21,Laptop,South,4,999.99
9cec8739-de5e-48cd-8249-03b11122b045,2024-04-27,Keyboard,West,4,79.99
0cea5304-4a45-4a72-83d1-48f612fb9335,2024-04-23,Monitor,North,1,349.99
a9a004ad-1ceb-40f9-932d-13339fb5961e,2024-10-18,Monitor,North,2,349.99
716a23bd-a481-481b-8cb4-8cb4b501c10e,2024-04-15,Headset,East,2,89.99
a91683b4-0e65-49a6-a5a2-59f4e0c47f11,2024-02-21,Headset,South,1,89.99
88a2e37d-5989-4ee1-b7ab-6d52006dad34,2024-04-08,Keyboard,East,3,79.99
b92f61ce-ccba-45df-ad07-b46e5ebdc657,2024-12-15,Headset,North,2,89.99
f9ea0da9-2fa0-4278-a146-39f9e0e4fab3,2024-08-18,Keyboard,South,4,79.99
11b0bb58-9337-4118-96ad-7f0e881658ad,2024-04-05,Keyboard,North,3,79.99
8263345d-b856-480c-9c77-0bca43eb6e14,2024-07-02,Monitor,East,3,349.99
3dfb5362-d2d1-49c7-87f1-b16018c54b91,2024-02-23,Keyboard,South,2,79.99
05217dd6-1075-4446-a85b-cfa6622f29f1,2024-04-25,Mouse,South,5,29.99
df987cb8-e58a-43d3-86a3-1552304c7fdd,2024-12-18,Keyboard,North,1,79.99
658c37ec-e3ab-47e5-86ce-e1db92181f1f,2024-02-14,Keyboard,South,4,79.99
f61c538a-067e-4cdb-84fe-620fb7342001,2024-09-04,Keyboard,North,4,79.99
b2055f1c-6e29-4e93-ae51-a8c58c0d9689,2024-04-11,Keyboard,West,5,79.99
5281ae91-1c78-4168-ab41-a59b455706c1,2024-11-23,Keyboard,East,4,79.99
4a211dab-bb3d-4bc6-9c37-4996f447c286,2024-10-14,Monitor,South,1,349.99
49635f8a-abd5-4c8e-ac77-267857621b1e,2024-01-06,Mouse,West,3,29.99
bbc4afaf-8b93-47ee-97d1-bd66be769c3f,2024-08-29,Headset,South,3,89.99
ccfde5ef-1edf-42f7-bfc9-5bd9106196ff,2024-06-07,Mouse,South,1,29.99
f9d7a91d-dbdf-4c24-82a2-a487c419f794,2024-01-19,Laptop,South,2,999.99
ddfedf6a-a3cb-42bc-b2d7-1794e0638913,2024-01-27,Mouse,East,5,29.99
596c20a4-cba7-48d9-b7fe-8f0c450f6d46,2024-12-09,Headset,South,1,89.99
bceca4fa-0b09-43b5-951d-ef26cec1c509,2024-10-18,Keyboard,West,2,79.99
c07ab2c8-b429-4071-be14-c27052b543e5,2024-02-06,Mouse,North,2,29.99
d17a7acd-7635-48ff-967f-d37136757644,2024-04-05,Laptop,North,1,999.99
be04589a-55ec-43ae-9a67-97fee9d58e88,2024-07-16,Keyboard,East,3,79.99
74529657-d051-44cc-857c-593301245e39,2024-03-31,Laptop,South,4,999.99
89bd0dee-6d5d-4eb3-b1f2-c17bbe9ba9a8,2024-07-29,Laptop,East,1,999.99
71082a14-7a17-4748-ae42-1652b9ec112e,2024-10-11,Keyboard,South,3,79.99
cd9274d4-a655-4274-a4c4-8e86749de86f,2024-01-01,Laptop,North,2,999.99
5fab7769-b36e-42ea-8e51-0458c869376a,2024-06-15,Monitor,North,2,349.99
7d536cce-d423-45d9-85f2-4174ae8af43a,2024-09-15,Headset,South,3,89.99
45826772-4669-451e-ad63-77b0a346b058,2024-03-13,Headset,South,5,89.99
f91c1c02-0814-46b9-a149-228eb12a56ae,2024-07-11,Keyboard,East,4,79.99
69f0511f-e685-4ee6-aa55-783a08bfa677,2024-12-01,Laptop,North,2,999.99
4acae7c9-408c-46e9-ab92-89efd5f40a67,2024-12-17,Mouse,North,1,29.99
130851ef-e23a-4785-b35a-828aa7ed65b6,2024-10-05,Monitor,North,5,349.99
94da8fa2-b947-4f40-b84e-3dcfb7ac0384,2024-09-24,Keyboard,South,1,79.99
8fa172ff-b582-4bf9-92a9-61ffbd8ceb0e,2024-02-24,Monitor,North,1,349.99
5fb8d0b8-88e8-4996-bb6c-00f401e333f9,2024-02-05,Keyboard,North,3,79.99
5bd34167-3b26-4eda-a86d-f7c1d3efc9ae,2024-07-17,Mouse,East,4,29.99
9a2b9c16-14fd-4d7b-85cd-6aee4dc97c63,2024-03-08,Headset,East,1,89.99
c70c5f44-9aea-41ba-9584-e8ef757dad18,2024-10-08,Mouse,East,2,29.99
1bcac05b-1bcd-4c48-84af-391fc9bc3467,2024-12-12,Laptop,East,3,999.99
77fc908f-c9de-475d-96dc-239b586b094a,2024-05-04,Headset,North,5,89.99
6627a0b2-f49f-4e65-b089-ed768178ef85,2024-01-04,Laptop,East,2,999.99
e5484fe1-71f8-48c9-9fed-775badd0f472,2024-03-28,Keyboard,North,1,79.99
8479e696-0841-4d3e-8717-de6bb3c9e17d,2024-04-09,Headset,North,1,89.99
73601daf-c0da-4646-bb46-3cc26bcdbddb,2024-09-17,Mouse,East,4,29.99
8561c913-ffb0-4a82-ae72-22a9b84f5d78,2024-10-28,Mouse,East,2,29.99
b89a7ca4-03c8-4926-afdc-36bb88894a47,2024-08-30,Laptop,West,4,999.99
1714f0f5-f171-4d16-aaa4-3e746ae22751,2024-08-09,Headset,North,1,89.99
dab2d470-afce-4afc-b4b5-4d36b22a007d,2024-04-28,Keyboard,East,1,79.99
f1daaeb4-9859-4f69-8c39-7dfab7bf78ff,2024-01-01,Monitor,North,4,349.99
b58b6830-84c1-4ea4-83ad-75eee9665376,2024-07-19,Mouse,South,5,29.99
c5c24cd4-1a3c-4682-907d-08559f4b5661,2024-08-31,Headset,West,3,89.99
f414197f-7b58-4f89-90c2-23d710676425,2024-08-18,Laptop,North,5,999.99
7e3389cf-a84c-45e2-945e-631f8d5ae96d,2024-09-25,Monitor,North,5,349.99
da386883-be68-4305-8883-e5547df4edd3,2024-12-05,Laptop,North,5,999.99
d74da7e3-5bed-4995-8ca3-efefcc15c2d0,2024-11-18,Mouse,East,2,29.99
b617aa23-661c-45b3-b0aa-6ebf86b2b74e,2024-09-18,Headset,East,3,89.99
735ed368-04f1-44dc-b74d-4bc71d41925d,2024-07-14,Keyboard,East,3,79.99
a2498c4a-8048-4ab5-8348-56361f9af5cd,2024-04-05,Mouse,North,2,29.99
a2007fd1-b638-4d77-a9af-5f6199227107,2024-08-04,Headset,South,5,89.99
13f3e084-56b9-4c15-b6e6-e58fa768a125,2024-07-20,Mouse,East,5,29.99
b9b0e947-6a2d-41c5-91fe-5d20c2f8b7dc,2024-09-06,Laptop,North,4,999.99
8156b428-7720-4761-8f98-0fd30a0c2cdd,2024-02-27,Keyboard,North,1,79.99
c35f0295-bcc9-40a6-a587-74ee74f2d04c,2024-04-19,Headset,East,5,89.99
1ec15efc-9049-45a5-b52b-d8affad9b505,2024-02-19,Headset,West,4,89.99
affbc2c0-a12a-404d-aba3-714463fbcfa8,2024-02-26,Monitor,South,5,349.99
44a2a68c-9e32-4a17-9802-291835b5ba4d,2024-12-29,Keyboard,North,4,79.99
61b773a5-f075-448c-a4bb-7230d110b5b7,2024-02-11,Mouse,West,3,29.99
5a0f10c6-f24e-4368-aab4-470429e4b41e,2024-02-14,Mouse,South,1,29.99
e203611c-c162-4162-a552-f3a2627a17ff,2024-07-12,Mouse,West,5,29.99
49bead36-aec5-47d2-a19b-3768174a4cbf,2024-04-07,Laptop,West,2,999.99
0e346bb6-a8de-4100-8056-e94bd1d077e8,2024-07-28,Keyboard,East,3,79.99
56f2deef-70a8-446c-9c6a-1310f1d2c801,2024-10-04,Laptop,East,1,999.99
9dadad67-111d-4f46-a629-f7e22ace6ab1,2024-09-12,Monitor,South,2,349.99
ce9dbc63-3de1-46a9-b996-bdb59a27187a,2024-12-09,Mouse,East,3,29.99
97307b2e-2c50-493f-a928-8aebca89fbb3,2024-03-24,Monitor,West,3,349.99
6563a0f1-89d5-4340-8572-b03674f777c5,2024-04-04,Mouse,South,3,29.99
31fdb13d-a6dd-406d-8518-c8edae1fdc61,2024-12-21,Keyboard,West,3,79.99
a7d971f7-f715-42b7-a479-23dfeb94ef0c,2024-10-17,Monitor,East,4,349.99
1149f627-5259-4989-8733-b010b55e805e,2024-11-08,Laptop,South,1,999.99
b73c2901-1f3f-49b4-9ca8-fca359cd69b1,2024-05-21,Keyboard,North,3,79.99
7666db24-1046-4b74-a317-577841df0a16,2024-01-15,Laptop,West,4,999.99
d9bd5818-f9a2-4b19-9483-700694296768,2024-01-08,Mouse,West,4,29.99
87eb6222-de8e-45d1-ac34-08dc4940ae4a,2024-04-01,Laptop,North,1,999.99
62dbfa16-5fcc-46d1-a778-d61ff994e97b,2024-03-17,Laptop,West,2,999.99
93ad7e24-1d76-49f5-8291-6dd62902eb92,2024-06-15,Keyboard,North,5,79.99
4f00f17f-17d2-4fa2-9f84-8f2f9b6f0f67,2024-10-05,Mouse,West,5,29.99
fed060bb-099d-4d86-a1ee-44d77c93d851,2024-12-19,Mouse,East,3,29.99
dc0ef131-467f-47f7-aa38-9abcce012c89,2024-01-20,Headset,East,3,89.99
1b0fdc62-8c57-4ea5-a534-06a55e1684ea,2024-05-27,Monitor,South,1,349.99
cdbd4520-1c3a-4cd0-bc1f-318053c7861b,2024-07-04,Mouse,North,4,29.99
7ba26f20-0928-4bd2-b00c-62d542f754de,2024-09-20,Headset,West,3,89.99
7ea4cb48-191e-4fb5-9a5f-a4f733e50257,2024-04-13,Keyboard,West,4,79.99
6cf95ca9-6121-42a6-a610-05de738f1998,2024-11-10,Headset,West,5,89.99
e825945e-50e9-4bdf-884f-6ca7ae82fff4,2024-09-29,Laptop,South,4,999.99
6505e47f-2655-4594-a778-75f027a1ff2b,2024-10-26,Monitor,East,2,349.99
af4fc24e-961d-4d79-919b-12bccdca08fb,2024-02-10,Mouse,East,1,29.99
37d0e531-6cfe-4dff-9784-c60b6d1bf145,2024-07-10,Headset,North,4,89.99
7b1c0cad-9e99-4b84-8b2f-25b8707d15ba,2024-12-11,Headset,West,4,89.99
b809d204-92d7-4a27-872e-d01ba63cd8eb,2024-08-31,Mouse,West,2,29.99
3c821187-5cdd-4117-97f5-e58dac33b1a1,2024-07-31,Laptop,West,2,999.99
ca0af7e9-311b-434a-a4c4-1d79142673a4,2024-11-07,Keyboard,North,1,79.99
37000062-01be-420c-9854-a342f1a64389,2024-08-21,Mouse,West,5,29.99
3e6c30ef-658e-4aa1-bae7-d1e354c7a317,2024-05-11,Monitor,South,5,349.99
d65557dd-225d-44f6-bcc9-7bbd8eb579a3,2024-04-10,Laptop,North,5,999.99
04ccfa9a-0efd-4a75-b96d-77eceb6fa910,2024-01-16,Laptop,East,5,999.99
470582b4-1a09-499b-9dc1-753a7251fc49,2024-12-19,Headset,South,1,89.99
9850a8e3-7bd1-490b-9b08-1f6d64a5a233,2024-02-01,Keyboard,North,5,79.99
2daa2aaf-074d-466a-ae78-2b419235bcc6,2024-08-04,Mouse,East,4,29.99
e60c5b83-c7ce-40fd-b014-57d9ab0ac984,2024-01-11,Laptop,West,4,999.99
4beb3fd8-fdd5-40b6-a80d-f7c299bf5836,2024-06-23,Headset,North,2,89.99
cd1a909f-3c0e-4c27-a097-d554e3f6976d,2024-10-14,Mouse,North,3,29.99
bf0bbc1a-4a3b-466c-b9e6-47addfefb6b2,2024-02-22,Keyboard,North,4,79.99
8aa3e826-b003-48e3-ba60-336b09104116,2024-03-20,Headset,East,2,89.99
8c7466bd-e2d1-47c7-90d4-778e245ac434,2024-01-13,Mouse,South,3,29.99
bd06c08d-37f4-4956-8712-a6b7b86b29e6,2024-01-17,Laptop,South,5,999.99
5224bc07-553b-402f-9de7-9006b021b050,2024-01-23,Keyboard,South,4,79.99
7e6b2420-6133-47fb-9166-82e70fa50b2d,2024-10-13,Mouse,South,3,29.99
8973207e-a517-4897-bd18-c82437f9e1a7,2024-11-28,Keyboard,South,1,79.99
939c5194-94ef-443d-bd7d-3e9df7b6ea7c,2024-02-16,Monitor,West,3,349.99
6be57ac5-0247-4aa8-bc3c-be475dad8fc5,2024-03-31,Monitor,North,3,349.99
ae5b7215-4164-4d71-8720-159aa135556f,2024-06-01,Mouse,West,2,29.99
89ffae40-450b-4ba3-84c6-3344ee7d348c,2024-08-08,Headset,North,3,89.99
c52b6b69-ce26-4dcb-b567-cfcba79a870f,2024-06-09,Laptop,East,2,999.99
6b1637d6-9eeb-4a9a-94b4-ed2976b568de,2024-09-21,Mouse,North,1,29.99
692c2278-9300-43fe-ad10-73a88e3015fe,2024-10-10,Monitor,West,3,349.99
f310018c-9001-45fd-a0b9-183f3270cc56,2024-03-01,Mouse,East,4,29.99
